Wallet_ID,Suspicion_Score,Predicted_Label,True_Label
W_Normal_55588,0.29694372,0,0
W_Normal_63570,0.2969113,0,0
W_Normal_34103,0.29690763,0,0
W_Normal_98294,0.29677147,0,0
W_Normal_34021,0.29675847,0,0
W_Normal_38408,0.29668596,0,0
W_Normal_3549,0.2964254,0,0
W_Normal_2864,0.29635167,0,0
W_Normal_68838,0.29630926,0,0
W_Normal_67082,0.29626888,0,0
W_Normal_79850,0.29626435,0,0
W_Normal_12627,0.29621404,0,0
W_Normal_2383,0.29611194,0,0
W_Normal_4322,0.2958598,0,0
W_Normal_61870,0.295837,0,0
W_Normal_80917,0.29543218,0,0
W_Normal_61791,0.29533172,0,0
W_Normal_28639,0.2950768,0,0
W_Normal_2766,0.29506356,0,0
W_Normal_62903,0.29504824,0,0
W_Normal_26088,0.2949987,0,0
W_Normal_15754,0.2948429,0,0
W_Normal_26382,0.2948401,0,0
W_Normal_13798,0.29450372,0,0
W_Normal_48142,0.29448453,0,0
W_Normal_37827,0.29442036,0,0
W_Normal_42212,0.29416004,0,0
W_Normal_67132,0.29407904,0,0
W_Normal_77908,0.29403383,0,0
W_Normal_12076,0.2940308,0,0
W_Normal_66727,0.29399708,0,0
W_Normal_73819,0.29398188,0,0
W_Normal_96309,0.2939708,0,0
W_Normal_31763,0.29397005,0,0
W_Normal_90928,0.2938191,0,0
W_Normal_11347,0.2937673,0,0
W_Normal_40436,0.29373416,0,0
W_Normal_73974,0.29372054,0,0
W_Normal_9503,0.29370373,0,0
W_Normal_54842,0.29354137,0,0
W_Normal_82590,0.29350817,0,0
W_Normal_96530,0.29345146,0,0
W_Normal_99457,0.29338232,0,0
W_Normal_91496,0.29330865,0,0
W_Normal_44031,0.29322144,0,0
W_Normal_99750,0.29296318,0,0
W_Normal_81306,0.29296163,0,0
W_Normal_24970,0.2929007,0,0
W_Normal_98361,0.29281893,0,0
W_Normal_11258,0.29275382,0,0
W_Normal_39382,0.2926332,0,0
W_Normal_26522,0.29260927,0,0
W_Normal_75474,0.29254526,0,0
W_Normal_4587,0.29233164,0,0
W_Normal_31122,0.29229167,0,0
W_Normal_64132,0.2921329,0,0
W_Normal_97500,0.29203713,0,0
W_Normal_94082,0.2920077,0,0
W_Normal_75120,0.2919702,0,0
W_Normal_60674,0.29185957,0,0
W_Normal_34752,0.29181665,0,0
W_Normal_97319,0.29179856,0,0
W_Normal_99317,0.29174942,0,0
W_Normal_54991,0.291709,0,0
W_Normal_63189,0.29169556,0,0
W_Normal_67066,0.29167253,0,0
W_Normal_17827,0.2916677,0,0
W_Normal_54379,0.2916302,0,0
W_Normal_32847,0.2914994,0,0
W_Normal_83626,0.29134762,0,0
W_Normal_61256,0.29123944,0,0
W_Normal_35640,0.29118484,0,0
W_Normal_17335,0.29111633,0,0
W_Normal_28115,0.29107055,0,0
W_Normal_47179,0.2910604,0,0
W_Normal_10067,0.290936,0,0
W_Normal_13063,0.29091406,0,0
W_Normal_71219,0.2908678,0,0
W_Normal_49443,0.29065,0,0
W_Normal_75537,0.29052436,0,0
W_Normal_12994,0.29041347,0,0
W_Normal_43647,0.2902819,0,0
W_Normal_29519,0.2900884,0,0
W_Normal_60726,0.29003307,0,0
W_Normal_91045,0.28997472,0,0
W_Normal_64997,0.28992555,0,0
W_Normal_27917,0.2898616,0,0
W_Normal_37248,0.28985745,0,0
W_Normal_43908,0.28964916,0,0
W_Normal_4504,0.28954867,0,0
W_Normal_62653,0.28953558,0,0
W_Normal_76634,0.2893717,0,0
W_Normal_82540,0.28922793,0,0
W_Normal_81180,0.28916422,0,0
W_Normal_4666,0.2891576,0,0
W_Normal_2077,0.28910917,0,0
W_Normal_72914,0.2889725,0,0
W_Normal_35846,0.2888931,0,0
W_Normal_94408,0.2887735,0,0
W_Normal_21792,0.28875098,0,0
W_Normal_63606,0.28874946,0,0
W_Normal_78498,0.28873584,0,0
W_Normal_31323,0.2887186,0,0
W_Normal_73406,0.28862062,0,0
W_Normal_37385,0.2885962,0,0
W_Normal_52561,0.2885148,0,0
W_Normal_22652,0.28850538,0,0
W_Normal_2732,0.2885005,0,0
W_Normal_75948,0.28839898,0,0
W_Normal_18415,0.28820446,0,0
W_Normal_36933,0.28812215,0,0
W_Normal_42604,0.28811744,0,0
W_Normal_60915,0.2881091,0,0
W_Normal_62328,0.28809524,0,0
W_Normal_38843,0.28808618,0,0
W_Normal_84260,0.28804243,0,0
W_Normal_71578,0.28803045,0,0
W_Normal_47844,0.28799325,0,0
W_Normal_81285,0.28791955,0,0
W_Normal_73665,0.28789088,0,0
W_Normal_96901,0.28778556,0,0
W_Normal_48202,0.28777844,0,0
W_Normal_30676,0.28775948,0,0
W_Normal_70480,0.28771988,0,0
W_Normal_61563,0.28771746,0,0
W_Normal_40612,0.28759915,0,0
W_Normal_53137,0.2875064,0,0
W_Normal_83137,0.28726792,0,0
W_Normal_25561,0.286961,0,0
W_Normal_14116,0.28692764,0,0
W_Normal_91764,0.2867625,0,0
W_Normal_89472,0.28668243,0,0
W_Normal_87168,0.28666282,0,0
W_Normal_52890,0.28658023,0,0
W_Normal_70651,0.28651503,0,0
W_Normal_6168,0.28646985,0,0
W_Normal_91162,0.28636673,0,0
W_Normal_14893,0.28633603,0,0
W_Normal_48288,0.2862957,0,0
W_Normal_17138,0.28624764,0,0
W_Normal_50616,0.28619787,0,0
W_Normal_31149,0.28602564,0,0
W_Normal_48825,0.28581423,0,0
W_Normal_32372,0.28580096,0,0
W_Normal_22317,0.28576958,0,0
W_Normal_1201,0.28568113,0,0
W_Normal_37568,0.2856188,0,0
W_Normal_80242,0.2855404,0,0
W_Normal_55906,0.2855265,0,0
W_Normal_92396,0.2854915,0,0
W_Normal_26049,0.2854742,0,0
W_Normal_23185,0.28540087,0,0
W_Normal_49142,0.28537264,0,0
W_Normal_83319,0.28529534,0,0
W_Normal_10820,0.28527457,0,0
W_Normal_52272,0.2852502,0,0
W_Normal_57749,0.28523755,0,0
W_Normal_72711,0.28511795,0,0
W_Normal_67502,0.28502336,0,0
W_Normal_188,0.2849447,0,0
W_Normal_55645,0.2848212,0,0
W_Normal_41571,0.2847012,0,0
W_Normal_51424,0.28441155,0,0
W_Normal_85415,0.28441012,0,0
W_Normal_54421,0.2843439,0,0
W_Normal_48041,0.2842615,0,0
W_Normal_68982,0.28423756,0,0
W_Normal_28811,0.28414232,0,0
W_Normal_13847,0.2841359,0,0
W_Normal_69625,0.28409398,0,0
W_Normal_98206,0.2840132,0,0
W_Normal_41120,0.2838882,0,0
W_Normal_92889,0.28383937,0,0
W_Normal_81456,0.2837723,0,0
W_Normal_2233,0.2835371,0,0
W_Normal_89924,0.28353503,0,0
W_Normal_60406,0.2834438,0,0
W_Normal_13284,0.28330788,0,0
W_Normal_36751,0.2832726,0,0
W_Normal_74591,0.28323728,0,0
W_Normal_63057,0.28322202,0,0
W_Normal_25397,0.28320524,0,0
W_Normal_70828,0.28320146,0,0
W_Normal_59551,0.2831921,0,0
W_Normal_3662,0.28318357,0,0
W_Normal_67496,0.28315073,0,0
W_Normal_28521,0.2829347,0,0
W_Normal_4072,0.28289568,0,0
W_Normal_39493,0.2828668,0,0
W_Normal_75435,0.28276852,0,0
W_Normal_61611,0.2826414,0,0
W_Normal_38813,0.28263927,0,0
W_Normal_33845,0.28263116,0,0
W_Normal_83364,0.2825759,0,0
W_Normal_40499,0.28239703,0,0
W_Normal_20590,0.28236958,0,0
W_Normal_58971,0.2823124,0,0
W_Normal_53864,0.28229532,0,0
W_Normal_97201,0.28205508,0,0
W_Normal_4217,0.28201512,0,0
W_Normal_27152,0.2819095,0,0
W_Normal_17459,0.2819018,0,0
W_Normal_12720,0.28169727,0,0
W_Normal_65620,0.2816214,0,0
W_Normal_72623,0.28162104,0,0
W_Normal_1500,0.28155556,0,0
W_Normal_10530,0.28151056,0,0
W_Normal_40340,0.28149998,0,0
W_Normal_87331,0.2814557,0,0
W_Normal_93538,0.28136298,0,0
W_Normal_17309,0.2813563,0,0
W_Normal_53831,0.28126946,0,0
W_Normal_14660,0.28097966,0,0
W_Normal_89521,0.28097126,0,0
W_Normal_93596,0.2807989,0,0
W_Normal_86493,0.28063706,0,0
W_Normal_51828,0.28062108,0,0
W_Normal_96409,0.28058156,0,0
W_Normal_23180,0.28057086,0,0
W_Normal_36194,0.2805664,0,0
W_Normal_36528,0.28054553,0,0
W_Normal_45464,0.28051063,0,0
W_Normal_19612,0.28048706,0,0
W_Normal_61357,0.28043184,0,0
W_Normal_58304,0.2804129,0,0
W_Normal_14430,0.28036162,0,0
W_Normal_71071,0.28031284,0,0
W_Normal_63481,0.2802581,0,0
W_Normal_94499,0.2801807,0,0
W_Normal_35179,0.28014255,0,0
W_Normal_42188,0.28011158,0,0
W_Normal_53584,0.2801076,0,0
W_Normal_55285,0.28007638,0,0
W_Normal_12511,0.28007638,0,0
W_Normal_38334,0.28006268,0,0
W_Normal_45888,0.2797759,0,0
W_Normal_49166,0.27977148,0,0
W_Normal_68388,0.27959543,0,0
W_Normal_97467,0.27957582,0,0
W_Normal_78383,0.27951735,0,0
W_Normal_72213,0.2794464,0,0
W_Normal_300,0.27940363,0,0
W_Normal_10147,0.27934504,0,0
W_Normal_40125,0.27921072,0,0
W_Normal_15558,0.27896196,0,0
W_Normal_24794,0.2789168,0,0
W_Normal_69864,0.27890232,0,0
W_Normal_23125,0.2788225,0,0
W_Normal_89672,0.27878624,0,0
W_Normal_39692,0.27875927,0,0
W_Normal_4193,0.27873918,0,0
W_Normal_66442,0.27872723,0,0
W_Normal_15640,0.2787126,0,0
W_Normal_17384,0.27866235,0,0
W_Normal_45492,0.2786579,0,0
W_Normal_61889,0.27855945,0,0
W_Normal_678,0.27849808,0,0
W_Normal_40262,0.27843043,0,0
W_Normal_15693,0.27842706,0,0
W_Normal_91192,0.2784112,0,0
W_Normal_97809,0.278381,0,0
W_Normal_24681,0.2782285,0,0
W_Normal_43349,0.2781715,0,0
W_Normal_93324,0.2781636,0,0
W_Normal_94731,0.27814904,0,0
W_Normal_80556,0.27807906,0,0
W_Normal_37116,0.27800605,0,0
W_Normal_8841,0.2779639,0,0
W_Normal_88892,0.27786118,0,0
W_Normal_46921,0.27780074,0,0
W_Normal_30583,0.2776828,0,0
W_Normal_91054,0.27763614,0,0
W_Normal_60488,0.27739474,0,0
W_Normal_18819,0.2773667,0,0
W_Normal_95830,0.27730653,0,0
W_Normal_31253,0.2772996,0,0
W_Normal_21762,0.27722454,0,0
W_Normal_22022,0.27718902,0,0
W_Normal_99767,0.2771803,0,0
W_Normal_95228,0.2770378,0,0
W_Normal_50458,0.2770128,0,0
W_Normal_16381,0.27697983,0,0
W_Normal_92214,0.27694938,0,0
W_Normal_11631,0.2769302,0,0
W_Normal_9136,0.27692935,0,0
W_Normal_44008,0.27692688,0,0
W_Normal_61564,0.27687517,0,0
W_Normal_85507,0.2767418,0,0
W_Normal_74475,0.27666146,0,0
W_Normal_68658,0.27657688,0,0
W_Normal_64639,0.27636135,0,0
W_Normal_10682,0.27627555,0,0
W_Normal_33027,0.2762728,0,0
W_Normal_65660,0.2761943,0,0
W_Normal_44993,0.27603397,0,0
W_Normal_58185,0.27585024,0,0
W_Normal_73513,0.27583626,0,0
W_Normal_25079,0.2758355,0,0
W_Normal_78156,0.2757612,0,0
W_Normal_22615,0.27576038,0,0
W_Normal_8718,0.2756914,0,0
W_Normal_49531,0.2756868,0,0
W_Normal_57853,0.2756572,0,0
W_Normal_22397,0.27551737,0,0
W_Normal_39992,0.27543488,0,0
W_Normal_1537,0.2753958,0,0
W_Normal_7392,0.27525455,0,0
W_Normal_26821,0.2752479,0,0
W_Normal_28485,0.27504745,0,0
W_Normal_74941,0.27501652,0,0
W_Normal_96693,0.27489808,0,0
W_Normal_2152,0.2747134,0,0
W_Normal_43963,0.27470678,0,0
W_Normal_53056,0.27469793,0,0
W_Normal_13856,0.2746242,0,0
W_Normal_41548,0.27455905,0,0
W_Normal_78800,0.27453914,0,0
W_Normal_9904,0.2745223,0,0
W_Normal_47513,0.27448237,0,0
W_Normal_85159,0.27440536,0,0
W_Normal_7046,0.27436566,0,0
W_Normal_56594,0.27426976,0,0
W_Normal_80232,0.27417177,0,0
W_Normal_83280,0.27415293,0,0
W_Normal_18028,0.2741234,0,0
W_Normal_89980,0.27397785,0,0
W_Normal_4560,0.27380392,0,0
W_Normal_70870,0.27377266,0,0
W_Normal_62667,0.27364522,0,0
W_Normal_19270,0.27364486,0,0
W_Normal_89633,0.2736404,0,0
W_Normal_83255,0.27360696,0,0
W_Normal_52985,0.27358884,0,0
W_Normal_57985,0.27350312,0,0
W_Normal_8336,0.27341843,0,0
W_Normal_70751,0.27339488,0,0
W_Normal_41011,0.27335817,0,0
W_Normal_39863,0.2732755,0,0
W_Normal_16625,0.27325532,0,0
W_Normal_8246,0.2732401,0,0
W_Normal_33163,0.27317578,0,0
W_Normal_2927,0.27317575,0,0
W_Normal_66716,0.27309477,0,0
W_Normal_47128,0.273089,0,0
W_Normal_15426,0.27307314,0,0
W_Normal_45353,0.27304548,0,0
W_Normal_66239,0.2730014,0,0
W_Normal_79053,0.27298656,0,0
W_Normal_75480,0.27297446,0,0
W_Normal_28116,0.27292246,0,0
W_Normal_59426,0.27282348,0,0
W_Normal_47356,0.27264228,0,0
W_Normal_34232,0.2726011,0,0
W_Normal_86931,0.2725879,0,0
W_Normal_88217,0.27254677,0,0
W_Normal_28473,0.27253434,0,0
W_Normal_29477,0.2725254,0,0
W_Normal_22283,0.2725154,0,0
W_Normal_87099,0.27244613,0,0
W_Normal_30368,0.27241156,0,0
W_Normal_84091,0.2723829,0,0
W_Normal_61482,0.2722442,0,0
W_Normal_14654,0.27212518,0,0
W_Normal_52570,0.27198362,0,0
W_Normal_64345,0.2719781,0,0
W_Normal_66309,0.27190897,0,0
W_Normal_69417,0.27185994,0,0
W_Normal_60276,0.27172053,0,0
W_Normal_55492,0.27168387,0,0
W_Normal_21256,0.27166882,0,0
W_Normal_45305,0.27160218,0,0
W_Normal_65322,0.27155346,0,0
W_Normal_97342,0.27151805,0,0
W_Normal_73702,0.2714818,0,0
W_Normal_99657,0.27134988,0,0
W_Normal_39826,0.27134517,0,0
W_Normal_829,0.2712662,0,0
W_Normal_65733,0.27126047,0,0
W_Normal_90772,0.27099273,0,0
W_Normal_37101,0.2709814,0,0
W_Normal_84967,0.27097538,0,0
W_Normal_31873,0.2708223,0,0
W_Normal_66121,0.2707407,0,0
W_Normal_26084,0.27058536,0,0
W_Normal_23272,0.27057838,0,0
W_Normal_66124,0.2704828,0,0
W_Normal_88022,0.27046126,0,0
W_Normal_4198,0.27034667,0,0
W_Normal_93639,0.27029812,0,0
W_Normal_1760,0.2702575,0,0
W_Normal_91444,0.27024427,0,0
W_Normal_28152,0.2702207,0,0
W_Normal_80743,0.27018553,0,0
W_Normal_24926,0.27011082,0,0
W_Normal_65805,0.27010646,0,0
W_Normal_12083,0.27007273,0,0
W_Normal_11115,0.26997223,0,0
W_Normal_58520,0.26986971,0,0
W_Normal_80536,0.2698165,0,0
W_Normal_39783,0.26981607,0,0
W_Normal_2891,0.26974055,0,0
W_Normal_58806,0.26971865,0,0
W_Normal_14857,0.26969886,0,0
W_Normal_42838,0.26959315,0,0
W_Normal_33118,0.2695389,0,0
W_Normal_37656,0.2695249,0,0
W_Normal_37314,0.2694774,0,0
W_Normal_59370,0.26945868,0,0
W_Normal_96068,0.26942095,0,0
W_Normal_21458,0.26940715,0,0
W_Normal_51980,0.26936844,0,0
W_Normal_24301,0.26931134,0,0
W_Normal_82161,0.26930758,0,0
W_Normal_29802,0.26928794,0,0
W_Normal_42045,0.2692391,0,0
W_Normal_49294,0.26922637,0,0
W_Normal_16905,0.26917082,0,0
W_Normal_4632,0.26915723,0,0
W_Normal_80023,0.269134,0,0
W_Normal_78255,0.2691314,0,0
W_Normal_59394,0.26910484,0,0
W_Normal_85092,0.26889956,0,0
W_Normal_22702,0.2688052,0,0
W_Normal_9482,0.26876524,0,0
W_Normal_581,0.26872087,0,0
W_Normal_59630,0.26870796,0,0
W_Normal_96163,0.26853183,0,0
W_Normal_88241,0.26852098,0,0
W_Normal_61526,0.26851812,0,0
W_Normal_77248,0.26848856,0,0
W_Normal_33211,0.26846272,0,0
W_Normal_86581,0.26843518,0,0
W_Normal_32003,0.26840672,0,0
W_Normal_67841,0.26838207,0,0
W_Normal_74453,0.26833522,0,0
W_Normal_94121,0.26829323,0,0
W_Normal_95373,0.2682647,0,0
W_Normal_77739,0.2682392,0,0
W_Normal_38924,0.2682295,0,0
W_Normal_91633,0.268228,0,0
W_Normal_4570,0.2682142,0,0
W_Normal_17812,0.2681867,0,0
W_Normal_88645,0.26807302,0,0
W_Normal_63162,0.2680247,0,0
W_Normal_9699,0.2680068,0,0
W_Normal_3440,0.26799205,0,0
W_Normal_8958,0.26798695,0,0
W_Normal_38521,0.26790392,0,0
W_Normal_54654,0.26785862,0,0
W_Normal_41499,0.26784766,0,0
W_Normal_76653,0.26782328,0,0
W_Normal_26595,0.2677493,0,0
W_Normal_90446,0.2676349,0,0
W_Normal_66540,0.26760367,0,0
W_Normal_13725,0.26758674,0,0
W_Normal_92579,0.26757407,0,0
W_Normal_54043,0.26747978,0,0
W_Normal_55272,0.2674156,0,0
W_Normal_10536,0.26739004,0,0
W_Normal_27503,0.2672903,0,0
W_Normal_83618,0.26728132,0,0
W_Normal_13837,0.26727334,0,0
W_Normal_69266,0.26721397,0,0
W_Normal_61553,0.26719302,0,0
W_Normal_83025,0.2671503,0,0
W_Normal_71095,0.26714602,0,0
W_Normal_4773,0.26711488,0,0
W_Normal_73052,0.26703125,0,0
W_Normal_86648,0.2670238,0,0
W_Normal_88357,0.26701778,0,0
W_Normal_68390,0.26701313,0,0
W_Normal_38540,0.2669375,0,0
W_Normal_60368,0.26685408,0,0
W_Normal_71579,0.26677424,0,0
W_Normal_52627,0.26665246,0,0
W_Normal_59344,0.2666076,0,0
W_Normal_54330,0.26660404,0,0
W_Normal_52536,0.2665948,0,0
W_Normal_13326,0.26657754,0,0
W_Normal_63789,0.26654795,0,0
W_Normal_57510,0.26649457,0,0
W_Normal_61481,0.26648545,0,0
W_Normal_88286,0.26647297,0,0
W_Normal_93404,0.26647207,0,0
W_Normal_1375,0.26646474,0,0
W_Normal_31665,0.26643965,0,0
W_Normal_10140,0.2663569,0,0
W_Normal_9918,0.2663238,0,0
W_Normal_53023,0.26620865,0,0
W_Normal_79362,0.26607987,0,0
W_Normal_98362,0.26606023,0,0
W_Normal_24385,0.26603663,0,0
W_Normal_14295,0.26602232,0,0
W_Normal_68607,0.26598033,0,0
W_Normal_73608,0.26578012,0,0
W_Normal_79010,0.26577735,0,0
W_Normal_55057,0.26561183,0,0
W_Normal_330,0.26553813,0,0
W_Normal_39530,0.2655335,0,0
W_Normal_98436,0.26550207,0,0
W_Normal_7045,0.2654635,0,0
W_Normal_66495,0.26546133,0,0
W_Normal_25504,0.26545212,0,0
W_Normal_58570,0.2652879,0,0
W_Normal_59327,0.2652817,0,0
W_Normal_10802,0.2652591,0,0
W_Normal_43735,0.26524547,0,0
W_Normal_58945,0.2652215,0,0
W_Normal_26459,0.2652022,0,0
W_Normal_37052,0.26518857,0,0
W_Normal_60665,0.26516023,0,0
W_Normal_63634,0.2651383,0,0
W_Normal_66935,0.2651214,0,0
W_Normal_52419,0.26504818,0,0
W_Normal_6332,0.26492652,0,0
W_Normal_99599,0.264909,0,0
W_Normal_14991,0.26490715,0,0
W_Normal_2726,0.2649063,0,0
W_Normal_51822,0.26478165,0,0
W_Normal_96662,0.2647042,0,0
W_Normal_98455,0.26466662,0,0
W_Normal_86517,0.26462942,0,0
W_Normal_53629,0.26458213,0,0
W_Normal_61602,0.26456082,0,0
W_Normal_38824,0.26454395,0,0
W_Normal_35541,0.26453426,0,0
W_Normal_84892,0.26453248,0,0
W_Normal_2143,0.264521,0,0
W_Normal_5729,0.26445776,0,0
W_Normal_98772,0.2644449,0,0
W_Normal_23777,0.26439404,0,0
W_Normal_33442,0.26430294,0,0
W_Normal_54738,0.26426202,0,0
W_Normal_26126,0.26422492,0,0
W_Normal_24155,0.2641938,0,0
W_Normal_18881,0.26415172,0,0
W_Normal_62302,0.26414004,0,0
W_Normal_67849,0.26412266,0,0
W_Normal_70600,0.26410624,0,0
W_Normal_72680,0.26407328,0,0
W_Normal_58160,0.26406595,0,0
W_Normal_20978,0.2640092,0,0
W_Normal_44044,0.26399595,0,0
W_Normal_83274,0.2639863,0,0
W_Normal_42872,0.26398036,0,0
W_Normal_55252,0.26396668,0,0
W_Normal_34337,0.26395553,0,0
W_Normal_66205,0.26387256,0,0
W_Normal_23280,0.26384193,0,0
W_Normal_94348,0.2638217,0,0
W_Normal_27427,0.26381785,0,0
W_Normal_9614,0.2637773,0,0
W_Normal_5332,0.2635627,0,0
W_Normal_4736,0.26356187,0,0
W_Normal_17437,0.26350847,0,0
W_Normal_19158,0.2634829,0,0
W_Normal_18625,0.2634306,0,0
W_Normal_94489,0.26337758,0,0
W_Normal_89103,0.26336417,0,0
W_Normal_5862,0.26336297,0,0
W_Normal_26036,0.26322344,0,0
W_Normal_32192,0.26321396,0,0
W_Normal_55357,0.26318446,0,0
W_Normal_58398,0.26315862,0,0
W_Normal_93670,0.26308334,0,0
W_Normal_21045,0.26307398,0,0
W_Normal_49957,0.26299363,0,0
W_Normal_31802,0.262972,0,0
W_Normal_30024,0.26290694,0,0
W_Normal_91333,0.26290497,0,0
W_Normal_47395,0.26289672,0,0
W_Normal_70986,0.2628845,0,0
W_Normal_87615,0.26286423,0,0
W_Normal_40819,0.26281145,0,0
W_Normal_70775,0.26280826,0,0
W_Normal_51321,0.2627822,0,0
W_Normal_51827,0.26276675,0,0
W_Normal_65099,0.26275533,0,0
W_Normal_59448,0.26275262,0,0
W_Normal_94560,0.26274145,0,0
W_Normal_55579,0.26266053,0,0
W_Normal_7999,0.2626016,0,0
W_Normal_13100,0.2625894,0,0
W_Normal_69304,0.26250294,0,0
W_Normal_62979,0.26238385,0,0
W_Normal_57278,0.26234177,0,0
W_Normal_26436,0.26231447,0,0
W_Normal_57327,0.2622697,0,0
W_Normal_64794,0.2622127,0,0
W_Normal_32471,0.26220793,0,0
W_Normal_52647,0.2622043,0,0
W_Normal_61524,0.26205865,0,0
W_Normal_3186,0.2620494,0,0
W_Normal_93041,0.2620275,0,0
W_Normal_41369,0.26201752,0,0
W_Normal_49155,0.26201278,0,0
W_Normal_33518,0.2620064,0,0
W_Normal_39498,0.26200423,0,0
W_Normal_75394,0.26199242,0,0
W_Normal_77036,0.26186803,0,0
W_Normal_84405,0.26185814,0,0
W_Normal_93171,0.2618464,0,0
W_Normal_74994,0.2618133,0,0
W_Normal_91124,0.2617656,0,0
W_Normal_49160,0.26174307,0,0
W_Normal_41516,0.26173344,0,0
W_Normal_13168,0.26172194,0,0
W_Normal_44294,0.26171952,0,0
W_Normal_2244,0.26171598,0,0
W_Normal_31544,0.2617069,0,0
W_Normal_67532,0.26170218,0,0
W_Normal_60164,0.26169994,0,0
W_Normal_17531,0.2616958,0,0
W_Normal_10018,0.2616245,0,0
W_Normal_59679,0.2615438,0,0
W_Normal_38393,0.26153275,0,0
W_Normal_39206,0.26153016,0,0
W_Normal_16772,0.26151666,0,0
W_Normal_89667,0.2614806,0,0
W_Normal_10365,0.2614164,0,0
W_Normal_3891,0.26137558,0,0
W_Normal_44110,0.2613414,0,0
W_Normal_55869,0.2613154,0,0
W_Normal_47253,0.2612954,0,0
W_Normal_4048,0.26126716,0,0
W_Normal_31097,0.2612318,0,0
W_Normal_93375,0.26117784,0,0
W_Normal_67650,0.26105005,0,0
W_Normal_88642,0.26102263,0,0
W_Normal_92555,0.2609775,0,0
W_Normal_66414,0.2609672,0,0
W_Normal_56117,0.26094103,0,0
W_Normal_10351,0.26091504,0,0
W_Normal_84116,0.2608912,0,0
W_Normal_60422,0.2608061,0,0
W_Normal_81127,0.26069638,0,0
W_Normal_718,0.26060346,0,0
W_Normal_8240,0.26053965,0,0
W_Normal_80857,0.26053828,0,0
W_Normal_56564,0.26053292,0,0
W_Normal_79457,0.26042634,0,0
W_Normal_8886,0.2603439,0,0
W_Normal_44831,0.2603208,0,0
W_Normal_80308,0.26031047,0,0
W_Normal_18968,0.26030624,0,0
W_Normal_77050,0.26030174,0,0
W_Normal_63930,0.2602679,0,0
W_Normal_27035,0.26024732,0,0
W_Normal_73360,0.26015735,0,0
W_Normal_13200,0.2601164,0,0
W_Normal_88716,0.26008603,0,0
W_Normal_87180,0.26005408,0,0
W_Normal_26534,0.26003867,0,0
W_Normal_44600,0.26003602,0,0
W_Normal_76255,0.25999206,0,0
W_Normal_62606,0.25997156,0,0
W_Normal_61292,0.25993764,0,0
W_Normal_42723,0.2598694,0,0
W_Normal_84090,0.2598184,0,0
W_Normal_78148,0.2597972,0,0
W_Normal_84249,0.25979227,0,0
W_Normal_85655,0.2597854,0,0
W_Normal_53968,0.25976142,0,0
W_Normal_73314,0.25975955,0,0
W_Normal_79282,0.2597397,0,0
W_Normal_62164,0.2597176,0,0
W_Normal_13790,0.25964683,0,0
W_Normal_71269,0.25958994,0,0
W_Normal_41083,0.2595714,0,0
W_Normal_4916,0.25952393,0,0
W_Normal_74815,0.2594826,0,0
W_Normal_58429,0.25947312,0,0
W_Normal_77274,0.25944164,0,0
W_Normal_37449,0.25943464,0,0
W_Normal_56173,0.25943446,0,0
W_Normal_32093,0.2594278,0,0
W_Normal_13594,0.25941175,0,0
W_Normal_96782,0.2593868,0,0
W_Normal_76756,0.25938344,0,0
W_Normal_28827,0.25935224,0,0
W_Normal_97555,0.25930133,0,0
W_Normal_44362,0.25927794,0,0
W_Normal_57480,0.25926673,0,0
W_Normal_69123,0.2592306,0,0
W_Normal_69786,0.25918102,0,0
W_Normal_31150,0.259069,0,0
W_Normal_39945,0.2590153,0,0
W_Normal_96686,0.25891525,0,0
W_Normal_9115,0.25891048,0,0
W_Normal_24072,0.2588924,0,0
W_Normal_10311,0.25883055,0,0
W_Normal_10089,0.25858042,0,0
W_Normal_18227,0.2585751,0,0
W_Normal_66209,0.2585512,0,0
W_Normal_16422,0.2585309,0,0
W_Normal_84334,0.25850484,0,0
W_Normal_79915,0.25848165,0,0
W_Normal_34043,0.2583975,0,0
W_Normal_8962,0.25836456,0,0
W_Normal_46001,0.2583627,0,0
W_Normal_73871,0.25831142,0,0
W_Normal_10001,0.25823647,0,0
W_Normal_71202,0.25821728,0,0
W_Normal_11831,0.25818616,0,0
W_Normal_22147,0.2580864,0,0
W_Normal_54053,0.2580459,0,0
W_Normal_9826,0.25799122,0,0
W_Normal_81121,0.2579095,0,0
W_Normal_1966,0.25790104,0,0
W_Normal_24336,0.25789163,0,0
W_Normal_28242,0.25789163,0,0
W_Normal_33664,0.25788096,0,0
W_Normal_9277,0.2578774,0,0
W_Normal_34457,0.25786397,0,0
W_Normal_51928,0.2578625,0,0
W_Normal_8080,0.25784287,0,0
W_Normal_23745,0.25776404,0,0
W_Normal_10280,0.2576541,0,0
W_Normal_38470,0.25757846,0,0
W_Normal_70789,0.2574673,0,0
W_Normal_52673,0.2574403,0,0
W_Normal_15489,0.25740886,0,0
W_Normal_51144,0.25739622,0,0
W_Normal_47093,0.25735685,0,0
W_Normal_85122,0.2573062,0,0
W_Normal_58424,0.25726193,0,0
W_Normal_58324,0.25724575,0,0
W_Normal_21659,0.25720248,0,0
W_Normal_4460,0.25719535,0,0
W_Normal_96089,0.25717536,0,0
W_Normal_67964,0.25716436,0,0
W_Normal_29423,0.25716153,0,0
W_Normal_12969,0.25703904,0,0
W_Normal_52140,0.2570333,0,0
W_Normal_30323,0.25701746,0,0
W_Normal_56340,0.25701052,0,0
